Company Name,Date,Close Price
Taiwan Semiconductor (TSM),2021-06-30,111.64
Taiwan Semiconductor (TSM),2021-07-31,108.37
Taiwan Semiconductor (TSM),2021-08-31,110.57
Taiwan Semiconductor (TSM),2021-09-30,104.16
Taiwan Semiconductor (TSM),2021-10-31,106.07
Taiwan Semiconductor (TSM),2021-11-30,109.29
Taiwan Semiconductor (TSM),2021-12-31,112.7
Taiwan Semiconductor (TSM),2022-01-31,114.87
Taiwan Semiconductor (TSM),2022-02-28,100.24
Taiwan Semiconductor (TSM),2022-03-31,98.14
Taiwan Semiconductor (TSM),2022-04-30,87.47
Taiwan Semiconductor (TSM),2022-05-31,89.7
Taiwan Semiconductor (TSM),2022-06-30,77.35
Taiwan Semiconductor (TSM),2022-07-31,83.72
Taiwan Semiconductor (TSM),2022-08-31,78.87
Taiwan Semiconductor (TSM),2022-09-30,65.24
Taiwan Semiconductor (TSM),2022-10-31,58.57
Taiwan Semiconductor (TSM),2022-11-30,78.96
Taiwan Semiconductor (TSM),2022-12-31,71.28
Taiwan Semiconductor (TSM),2023-01-31,88.74
Taiwan Semiconductor (TSM),2023-02-28,83.32
Taiwan Semiconductor (TSM),2023-03-31,89.48
Taiwan Semiconductor (TSM),2023-04-30,81.09
Taiwan Semiconductor (TSM),2023-05-31,94.84
Taiwan Semiconductor (TSM),2023-06-30,97.49
Taiwan Semiconductor (TSM),2023-07-31,95.78
Taiwan Semiconductor (TSM),2023-08-31,90.39
Taiwan Semiconductor (TSM),2023-09-30,84.38
Taiwan Semiconductor (TSM),2023-10-31,83.81
Taiwan Semiconductor (TSM),2023-11-30,94.49
Taiwan Semiconductor (TSM),2023-12-31,101.46
Taiwan Semiconductor (TSM),2024-01-31,110.2
Taiwan Semiconductor (TSM),2024-02-29,125.53
Taiwan Semiconductor (TSM),2024-03-31,133.26
Taiwan Semiconductor (TSM),2024-04-30,134.53
Taiwan Semiconductor (TSM),2024-05-31,147.95
Taiwan Semiconductor (TSM),2024-06-30,170.79
Taiwan Semiconductor (TSM),2024-07-31,162.92
Taiwan Semiconductor (TSM),2024-08-31,168.71
Taiwan Semiconductor (TSM),2024-09-30,171.28
Taiwan Semiconductor (TSM),2024-10-31,187.92
Taiwan Semiconductor (TSM),2024-11-30,182.12
Taiwan Semiconductor (TSM),2024-12-31,198.26
ASML (ASML),2018-01-31,187.58
ASML (ASML),2018-02-28,180.58
ASML (ASML),2018-03-31,183.51
ASML (ASML),2018-04-30,175.71
ASML (ASML),2018-05-31,183.36
ASML (ASML),2018-06-30,184.59
ASML (ASML),2018-07-31,199.53
ASML (ASML),2018-08-31,191.19
ASML (ASML),2018-09-30,175.31
ASML (ASML),2018-10-31,160.71
ASML (ASML),2018-11-30,159.77
ASML (ASML),2018-12-31,145.1
ASML (ASML),2019-01-31,163.2
ASML (ASML),2019-02-28,170.51
ASML (ASML),2019-03-31,175.34
ASML (ASML),2019-04-30,196.98
ASML (ASML),2019-05-31,177.39
ASML (ASML),2019-06-30,196.14
ASML (ASML),2019-07-31,210.18
ASML (ASML),2019-08-31,209.99
ASML (ASML),2019-09-30,234.34
ASML (ASML),2019-10-31,247.12
ASML (ASML),2019-11-30,256.39
ASML (ASML),2019-12-31,280.38
ASML (ASML),2020-01-31,265.9
ASML (ASML),2020-02-29,262.16
ASML (ASML),2020-03-31,247.88
ASML (ASML),2020-04-30,274.64
ASML (ASML),2020-05-31,313.76
ASML (ASML),2020-06-30,350.44
ASML (ASML),2020-07-31,336.81
ASML (ASML),2020-08-31,356.3
ASML (ASML),2020-09-30,351.62
ASML (ASML),2020-10-31,343.95
ASML (ASML),2020-11-30,418.43
ASML (ASML),2020-12-31,466.21
ASML (ASML),2021-01-31,510.6
ASML (ASML),2021-02-28,542.08
ASML (ASML),2021-03-31,590.13
ASML (ASML),2021-04-30,619.52
ASML (ASML),2021-05-31,647.55
ASML (ASML),2021-06-30,662.28
ASML (ASML),2021-07-31,735.05
ASML (ASML),2021-08-31,798.61
ASML (ASML),2021-09-30,714.31
ASML (ASML),2021-10-31,779.28
ASML (ASML),2021-11-30,760.76
ASML (ASML),2021-12-31,765.21
ASML (ASML),2022-01-31,650.89
ASML (ASML),2022-02-28,640.61
ASML (ASML),2022-03-31,641.98
ASML (ASML),2022-04-30,541.86
ASML (ASML),2022-05-31,557.71
ASML (ASML),2022-06-30,460.53
ASML (ASML),2022-07-31,555.91
ASML (ASML),2022-08-31,475.28
ASML (ASML),2022-09-30,402.92
ASML (ASML),2022-10-31,458.28
ASML (ASML),2022-11-30,591.7
ASML (ASML),2022-12-31,531.64
ASML (ASML),2023-01-31,642.99
ASML (ASML),2023-02-28,602.35
ASML (ASML),2023-03-31,663.76
ASML (ASML),2023-04-30,621.0
ASML (ASML),2023-05-31,706.99
ASML (ASML),2023-06-30,708.77
ASML (ASML),2023-07-31,700.62
ASML (ASML),2023-08-31,647.41
ASML (ASML),2023-09-30,576.97
ASML (ASML),2023-10-31,586.92
ASML (ASML),2023-11-30,671.89
ASML (ASML),2023-12-31,743.78
ASML (ASML),2024-01-31,854.73
ASML (ASML),2024-02-29,936.8
ASML (ASML),2024-03-31,955.3
ASML (ASML),2024-04-30,860.62
ASML (ASML),2024-05-31,947.3
ASML (ASML),2024-06-30,1008.83
ASML (ASML),2024-07-31,925.69
ASML (ASML),2024-08-31,893.24
ASML (ASML),2024-09-30,823.45
ASML (ASML),2024-10-31,666.18
ASML (ASML),2024-11-30,680.11
ASML (ASML),2024-12-31,689.56
Samsung (005930.KS),2018-01-31,40581.18
Samsung (005930.KS),2018-02-28,38271.54
Samsung (005930.KS),2018-03-31,40321.25
Samsung (005930.KS),2018-04-30,43417.84
Samsung (005930.KS),2018-05-31,41533.68
Samsung (005930.KS),2018-06-30,38500.12
Samsung (005930.KS),2018-07-31,38170.02
Samsung (005930.KS),2018-08-31,39985.68
Samsung (005930.KS),2018-09-30,38623.54
Samsung (005930.KS),2018-10-31,35255.92
Samsung (005930.KS),2018-11-30,34798.59
Samsung (005930.KS),2018-12-31,32479.16
Samsung (005930.KS),2019-01-31,38731.61
Samsung (005930.KS),2019-02-28,37850.38
Samsung (005930.KS),2019-03-31,37767.54
Samsung (005930.KS),2019-04-30,38782.56
Samsung (005930.KS),2019-05-31,35948.95
Samsung (005930.KS),2019-06-30,40065.65
Samsung (005930.KS),2019-07-31,38659.09
Samsung (005930.KS),2019-08-31,37508.27
Samsung (005930.KS),2019-09-30,42116.23
Samsung (005930.KS),2019-10-31,43275.39
Samsung (005930.KS),2019-11-30,43189.52
Samsung (005930.KS),2019-12-31,48220.16
Samsung (005930.KS),2020-01-31,48738.65
Samsung (005930.KS),2020-02-29,46837.51
Samsung (005930.KS),2020-03-31,41568.33
Samsung (005930.KS),2020-04-30,43527.05
Samsung (005930.KS),2020-05-31,44136.43
Samsung (005930.KS),2020-06-30,46271.88
Samsung (005930.KS),2020-07-31,50741.32
Samsung (005930.KS),2020-08-31,47323.52
Samsung (005930.KS),2020-09-30,51317.99
Samsung (005930.KS),2020-10-31,49907.18
Samsung (005930.KS),2020-11-30,58812.88
Samsung (005930.KS),2020-12-31,73219.41
Samsung (005930.KS),2021-01-31,74123.34
Samsung (005930.KS),2021-02-28,74575.3
Samsung (005930.KS),2021-03-31,73907.95
Samsung (005930.KS),2021-04-30,73998.75
Samsung (005930.KS),2021-05-31,73090.78
Samsung (005930.KS),2021-06-30,73596.79
Samsung (005930.KS),2021-07-31,71590.44
Samsung (005930.KS),2021-08-31,69948.86
Samsung (005930.KS),2021-09-30,67898.96
Samsung (005930.KS),2021-10-31,63958.81
Samsung (005930.KS),2021-11-30,65333.28
Samsung (005930.KS),2021-12-31,72071.5
Samsung (005930.KS),2022-01-31,67469.23
Samsung (005930.KS),2022-02-28,66180.6
Samsung (005930.KS),2022-03-31,64394.7
Samsung (005930.KS),2022-04-30,62359.23
Samsung (005930.KS),2022-05-31,62359.23
Samsung (005930.KS),2022-06-30,53059.5
Samsung (005930.KS),2022-07-31,57155.32
Samsung (005930.KS),2022-08-31,55572.86
Samsung (005930.KS),2022-09-30,49768.75
Samsung (005930.KS),2022-10-31,55673.51
Samsung (005930.KS),2022-11-30,58297.86
Samsung (005930.KS),2022-12-31,52154.79
Samsung (005930.KS),2023-01-31,57907.85
Samsung (005930.KS),2023-02-28,57153.36
Samsung (005930.KS),2023-03-31,60709.52
Samsung (005930.KS),2023-04-30,62132.39
Samsung (005930.KS),2023-05-31,67729.06
Samsung (005930.KS),2023-06-30,68829.7
Samsung (005930.KS),2023-07-31,66541.73
Samsung (005930.KS),2023-08-31,63777.11
Samsung (005930.KS),2023-09-30,65548.05
Samsung (005930.KS),2023-10-31,64110.59
Samsung (005930.KS),2023-11-30,69764.59
Samsung (005930.KS),2023-12-31,75583.16
Samsung (005930.KS),2024-01-31,69998.66
Samsung (005930.KS),2024-02-29,70672.65
Samsung (005930.KS),2024-03-31,79698.77
Samsung (005930.KS),2024-04-30,74959.41
Samsung (005930.KS),2024-05-31,71090.53
Samsung (005930.KS),2024-06-30,79179.85
Samsung (005930.KS),2024-07-31,81511.54
Samsung (005930.KS),2024-08-31,72184.84
Samsung (005930.KS),2024-09-30,60084.46
Samsung (005930.KS),2024-10-31,57837.41
Samsung (005930.KS),2024-11-30,52952.49
Samsung (005930.KS),2024-12-31,52329.9
Tencent (0700.HK),2018-01-31,410.37
Tencent (0700.HK),2018-02-28,382.57
Tencent (0700.HK),2018-03-31,362.57
Tencent (0700.HK),2018-04-30,346.11
Tencent (0700.HK),2018-05-31,354.19
Tencent (0700.HK),2018-06-30,349.4
Tencent (0700.HK),2018-07-31,315.15
Tencent (0700.HK),2018-08-31,301.66
Tencent (0700.HK),2018-09-30,286.76
Tencent (0700.HK),2018-10-31,236.89
Tencent (0700.HK),2018-11-30,276.82
Tencent (0700.HK),2018-12-31,278.59
Tencent (0700.HK),2019-01-31,306.98
Tencent (0700.HK),2019-02-28,297.94
Tencent (0700.HK),2019-03-31,320.29
Tencent (0700.HK),2019-04-30,344.25
Tencent (0700.HK),2019-05-31,290.1
Tencent (0700.HK),2019-06-30,313.77
Tencent (0700.HK),2019-07-31,327.65
Tencent (0700.HK),2019-08-31,289.03
Tencent (0700.HK),2019-09-30,293.84
Tencent (0700.HK),2019-10-31,285.47
Tencent (0700.HK),2019-11-30,295.26
Tencent (0700.HK),2019-12-31,334.24
Tencent (0700.HK),2020-01-31,331.93
Tencent (0700.HK),2020-02-29,343.49
Tencent (0700.HK),2020-03-31,338.33
Tencent (0700.HK),2020-04-30,371.08
Tencent (0700.HK),2020-05-31,366.31
Tencent (0700.HK),2020-06-30,445.04
Tencent (0700.HK),2020-07-31,476.64
Tencent (0700.HK),2020-08-31,473.51
Tencent (0700.HK),2020-09-30,456.55
Tencent (0700.HK),2020-10-31,527.51
Tencent (0700.HK),2020-11-30,502.52
Tencent (0700.HK),2020-12-31,505.2
Tencent (0700.HK),2021-01-31,608.29
Tencent (0700.HK),2021-02-28,591.33
Tencent (0700.HK),2021-03-31,544.47
Tencent (0700.HK),2021-04-30,556.08
Tencent (0700.HK),2021-05-31,554.14
Tencent (0700.HK),2021-06-30,522.81
Tencent (0700.HK),2021-07-31,428.81
Tencent (0700.HK),2021-08-31,430.78
Tencent (0700.HK),2021-09-30,413.05
Tencent (0700.HK),2021-10-31,430.6
Tencent (0700.HK),2021-11-30,411.26
Tencent (0700.HK),2021-12-31,408.94
Tencent (0700.HK),2022-01-31,434.6
Tencent (0700.HK),2022-02-28,388.49
Tencent (0700.HK),2022-03-31,345.14
Tencent (0700.HK),2022-04-30,348.09
Tencent (0700.HK),2022-05-31,335.91
Tencent (0700.HK),2022-06-30,328.49
Tencent (0700.HK),2022-07-31,284.37
Tencent (0700.HK),2022-08-31,303.28
Tencent (0700.HK),2022-09-30,246.93
Tencent (0700.HK),2022-10-31,190.57
Tencent (0700.HK),2022-11-30,266.21
Tencent (0700.HK),2022-12-31,309.59
Tencent (0700.HK),2023-01-31,372.99
Tencent (0700.HK),2023-02-28,335.32
Tencent (0700.HK),2023-03-31,376.51
Tencent (0700.HK),2023-04-30,336.1
Tencent (0700.HK),2023-05-31,305.28
Tencent (0700.HK),2023-06-30,325.92
Tencent (0700.HK),2023-07-31,348.32
Tencent (0700.HK),2023-08-31,319.43
Tencent (0700.HK),2023-09-30,300.95
Tencent (0700.HK),2023-10-31,284.24
Tencent (0700.HK),2023-11-30,321.39
Tencent (0700.HK),2023-12-31,288.57
Tencent (0700.HK),2024-01-31,265.96
Tencent (0700.HK),2024-02-29,272.45
Tencent (0700.HK),2024-03-31,298.59
Tencent (0700.HK),2024-04-30,341.25
Tencent (0700.HK),2024-05-31,356.69
Tencent (0700.HK),2024-06-30,369.18
Tencent (0700.HK),2024-07-31,359.07
Tencent (0700.HK),2024-08-31,378.69
Tencent (0700.HK),2024-09-30,440.75
Tencent (0700.HK),2024-10-31,401.1
Tencent (0700.HK),2024-11-30,394.56
Tencent (0700.HK),2024-12-31,415.37
Sony (SONY),2018-01-31,9.15
Sony (SONY),2018-02-28,9.63
Sony (SONY),2018-03-31,9.25
Sony (SONY),2018-04-30,8.77
Sony (SONY),2018-05-31,9.01
Sony (SONY),2018-06-30,9.81
Sony (SONY),2018-07-31,10.34
Sony (SONY),2018-08-31,10.88
Sony (SONY),2018-09-30,11.63
Sony (SONY),2018-10-31,10.38
Sony (SONY),2018-11-30,10.13
Sony (SONY),2018-12-31,9.26
Sony (SONY),2019-01-31,9.61
Sony (SONY),2019-02-28,9.21
Sony (SONY),2019-03-31,8.14
Sony (SONY),2019-04-30,9.7
Sony (SONY),2019-05-31,9.25
Sony (SONY),2019-06-30,10.09
Sony (SONY),2019-07-31,10.95
Sony (SONY),2019-08-31,10.96
Sony (SONY),2019-09-30,11.43
Sony (SONY),2019-10-31,11.76
Sony (SONY),2019-11-30,12.27
Sony (SONY),2019-12-31,13.14
Sony (SONY),2020-01-31,13.56
Sony (SONY),2020-02-29,12.02
Sony (SONY),2020-03-31,11.48
Sony (SONY),2020-04-30,12.46
Sony (SONY),2020-05-31,12.56
Sony (SONY),2020-06-30,13.41
Sony (SONY),2020-07-31,15.12
Sony (SONY),2020-08-31,15.26
Sony (SONY),2020-09-30,14.93
Sony (SONY),2020-10-31,16.28
Sony (SONY),2020-11-30,18.15
Sony (SONY),2020-12-31,19.67
Sony (SONY),2021-01-31,18.62
Sony (SONY),2021-02-28,20.59
Sony (SONY),2021-03-31,20.68
Sony (SONY),2021-04-30,19.54
Sony (SONY),2021-05-31,19.43
Sony (SONY),2021-06-30,18.97
Sony (SONY),2021-07-31,20.35
Sony (SONY),2021-08-31,20.18
Sony (SONY),2021-09-30,21.62
Sony (SONY),2021-10-31,22.64
Sony (SONY),2021-11-30,23.83
Sony (SONY),2021-12-31,24.72
Sony (SONY),2022-01-31,21.83
Sony (SONY),2022-02-28,20.05
Sony (SONY),2022-03-31,20.14
Sony (SONY),2022-04-30,16.87
Sony (SONY),2022-05-31,18.44
Sony (SONY),2022-06-30,16.03
Sony (SONY),2022-07-31,16.74
Sony (SONY),2022-08-31,15.56
Sony (SONY),2022-09-30,12.61
Sony (SONY),2022-10-31,13.28
Sony (SONY),2022-11-30,16.35
Sony (SONY),2022-12-31,15.01
Sony (SONY),2023-01-31,17.61
Sony (SONY),2023-02-28,16.45
Sony (SONY),2023-03-31,17.9
Sony (SONY),2023-04-30,17.7
Sony (SONY),2023-05-31,18.5
Sony (SONY),2023-06-30,17.78
Sony (SONY),2023-07-31,18.48
Sony (SONY),2023-08-31,16.43
Sony (SONY),2023-09-30,16.33
Sony (SONY),2023-10-31,16.45
Sony (SONY),2023-11-30,17.03
Sony (SONY),2023-12-31,18.76
Sony (SONY),2024-01-31,19.36
Sony (SONY),2024-02-29,17.0
Sony (SONY),2024-03-31,17.04
Sony (SONY),2024-04-30,16.41
Sony (SONY),2024-05-31,16.37
Sony (SONY),2024-06-30,16.88
Sony (SONY),2024-07-31,17.61
Sony (SONY),2024-08-31,19.39
Sony (SONY),2024-09-30,19.26
Sony (SONY),2024-10-31,17.55
Sony (SONY),2024-11-30,19.99
Sony (SONY),2024-12-31,21.15
Netflix (NFLX),2018-01-31,27.03
Netflix (NFLX),2018-02-28,29.14
Netflix (NFLX),2018-03-31,29.53
Netflix (NFLX),2018-04-30,31.25
Netflix (NFLX),2018-05-31,35.16
Netflix (NFLX),2018-06-30,39.14
Netflix (NFLX),2018-07-31,33.74
Netflix (NFLX),2018-08-31,36.77
Netflix (NFLX),2018-09-30,37.41
Netflix (NFLX),2018-10-31,30.18
Netflix (NFLX),2018-11-30,28.61
Netflix (NFLX),2018-12-31,26.77
Netflix (NFLX),2019-01-31,33.95
Netflix (NFLX),2019-02-28,35.81
Netflix (NFLX),2019-03-31,35.66
Netflix (NFLX),2019-04-30,37.05
Netflix (NFLX),2019-05-31,34.33
Netflix (NFLX),2019-06-30,36.73
Netflix (NFLX),2019-07-31,32.3
Netflix (NFLX),2019-08-31,29.38
Netflix (NFLX),2019-09-30,26.76
Netflix (NFLX),2019-10-31,28.74
Netflix (NFLX),2019-11-30,31.47
Netflix (NFLX),2019-12-31,32.36
Netflix (NFLX),2020-01-31,34.51
Netflix (NFLX),2020-02-29,36.9
Netflix (NFLX),2020-03-31,37.55
Netflix (NFLX),2020-04-30,41.99
Netflix (NFLX),2020-05-31,41.97
Netflix (NFLX),2020-06-30,45.5
Netflix (NFLX),2020-07-31,48.89
Netflix (NFLX),2020-08-31,52.96
Netflix (NFLX),2020-09-30,50.0
Netflix (NFLX),2020-10-31,47.57
Netflix (NFLX),2020-11-30,49.07
Netflix (NFLX),2020-12-31,54.07
Netflix (NFLX),2021-01-31,53.24
Netflix (NFLX),2021-02-28,53.88
Netflix (NFLX),2021-03-31,52.17
Netflix (NFLX),2021-04-30,51.35
Netflix (NFLX),2021-05-31,50.28
Netflix (NFLX),2021-06-30,52.82
Netflix (NFLX),2021-07-31,51.76
Netflix (NFLX),2021-08-31,56.92
Netflix (NFLX),2021-09-30,61.03
Netflix (NFLX),2021-10-31,69.03
Netflix (NFLX),2021-11-30,64.19
Netflix (NFLX),2021-12-31,60.24
Netflix (NFLX),2022-01-31,42.71
Netflix (NFLX),2022-02-28,39.45
Netflix (NFLX),2022-03-31,37.46
Netflix (NFLX),2022-04-30,19.04
Netflix (NFLX),2022-05-31,19.74
Netflix (NFLX),2022-06-30,17.49
Netflix (NFLX),2022-07-31,22.49
Netflix (NFLX),2022-08-31,22.36
Netflix (NFLX),2022-09-30,23.54
Netflix (NFLX),2022-10-31,29.19
Netflix (NFLX),2022-11-30,30.55
Netflix (NFLX),2022-12-31,29.49
Netflix (NFLX),2023-01-31,35.39
Netflix (NFLX),2023-02-28,32.21
Netflix (NFLX),2023-03-31,34.55
Netflix (NFLX),2023-04-30,32.99
Netflix (NFLX),2023-05-31,39.52
Netflix (NFLX),2023-06-30,44.05
Netflix (NFLX),2023-07-31,43.9
Netflix (NFLX),2023-08-31,43.37
Netflix (NFLX),2023-09-30,37.76
Netflix (NFLX),2023-10-31,41.17
Netflix (NFLX),2023-11-30,47.4
Netflix (NFLX),2023-12-31,48.69
Netflix (NFLX),2024-01-31,56.41
Netflix (NFLX),2024-02-29,60.29
Netflix (NFLX),2024-03-31,60.73
Netflix (NFLX),2024-04-30,55.06
Netflix (NFLX),2024-05-31,64.16
Netflix (NFLX),2024-06-30,67.49
Netflix (NFLX),2024-07-31,62.83
Netflix (NFLX),2024-08-31,70.14
Netflix (NFLX),2024-09-30,70.93
Netflix (NFLX),2024-10-31,75.6
Netflix (NFLX),2024-11-30,88.68
Netflix (NFLX),2024-12-31,90.04
IBM (IBM),2018-01-31,110.37
IBM (IBM),2018-02-28,106.1
IBM (IBM),2018-03-31,104.47
IBM (IBM),2018-04-30,98.7
IBM (IBM),2018-05-31,97.28
IBM (IBM),2018-06-30,96.18
IBM (IBM),2018-07-31,99.78
IBM (IBM),2018-08-31,101.93
IBM (IBM),2018-09-30,105.22
IBM (IBM),2018-10-31,80.33
IBM (IBM),2018-11-30,87.58
IBM (IBM),2018-12-31,80.11
IBM (IBM),2019-01-31,94.73
IBM (IBM),2019-02-28,98.48
IBM (IBM),2019-03-31,100.6
IBM (IBM),2019-04-30,100.01
IBM (IBM),2019-05-31,91.61
IBM (IBM),2019-06-30,99.48
IBM (IBM),2019-07-31,106.94
IBM (IBM),2019-08-31,98.93
IBM (IBM),2019-09-30,106.15
IBM (IBM),2019-10-31,97.61
IBM (IBM),2019-11-30,99.3
IBM (IBM),2019-12-31,98.99
IBM (IBM),2020-01-31,106.15
IBM (IBM),2020-02-29,97.13
IBM (IBM),2020-03-31,82.78
IBM (IBM),2020-04-30,93.7
IBM (IBM),2020-05-31,94.46
IBM (IBM),2020-06-30,91.33
IBM (IBM),2020-07-31,92.98
IBM (IBM),2020-08-31,94.48
IBM (IBM),2020-09-30,93.22
IBM (IBM),2020-10-31,85.55
IBM (IBM),2020-11-30,96.01
IBM (IBM),2020-12-31,97.84
IBM (IBM),2021-01-31,92.58
IBM (IBM),2021-02-28,93.68
IBM (IBM),2021-03-31,104.96
IBM (IBM),2021-04-30,111.75
IBM (IBM),2021-05-31,114.48
IBM (IBM),2021-06-30,116.75
IBM (IBM),2021-07-31,112.27
IBM (IBM),2021-08-31,113.06
IBM (IBM),2021-09-30,111.93
IBM (IBM),2021-10-31,100.78
IBM (IBM),2021-11-30,100.0
IBM (IBM),2021-12-31,114.14
IBM (IBM),2022-01-31,114.06
IBM (IBM),2022-02-28,105.88
IBM (IBM),2022-03-31,112.37
IBM (IBM),2022-04-30,114.26
IBM (IBM),2022-05-31,121.44
IBM (IBM),2022-06-30,123.5
IBM (IBM),2022-07-31,114.4
IBM (IBM),2022-08-31,113.77
IBM (IBM),2022-09-30,105.23
IBM (IBM),2022-10-31,122.49
IBM (IBM),2022-11-30,133.46
IBM (IBM),2022-12-31,126.28
IBM (IBM),2023-01-31,120.76
IBM (IBM),2023-02-28,117.31
IBM (IBM),2023-03-31,118.94
IBM (IBM),2023-04-30,114.69
IBM (IBM),2023-05-31,118.26
IBM (IBM),2023-06-30,123.06
IBM (IBM),2023-07-31,132.6
IBM (IBM),2023-08-31,136.59
IBM (IBM),2023-09-30,130.51
IBM (IBM),2023-10-31,134.55
IBM (IBM),2023-11-30,149.17
IBM (IBM),2023-12-31,153.87
IBM (IBM),2024-01-31,172.79
IBM (IBM),2024-02-29,175.66
IBM (IBM),2024-03-31,181.29
IBM (IBM),2024-04-30,157.79
IBM (IBM),2024-05-31,159.98
IBM (IBM),2024-06-30,165.83
IBM (IBM),2024-07-31,184.22
IBM (IBM),2024-08-31,195.5
IBM (IBM),2024-09-30,213.83
IBM (IBM),2024-10-31,199.94
IBM (IBM),2024-11-30,221.68
IBM (IBM),2024-12-31,214.7
Accenture (ACN),2018-01-31,142.8
Accenture (ACN),2018-02-28,143.08
Accenture (ACN),2018-03-31,136.41
Accenture (ACN),2018-04-30,135.55
Accenture (ACN),2018-05-31,139.62
Accenture (ACN),2018-06-30,146.65
Accenture (ACN),2018-07-31,142.84
Accenture (ACN),2018-08-31,151.57
Accenture (ACN),2018-09-30,152.58
Accenture (ACN),2018-10-31,142.59
Accenture (ACN),2018-11-30,148.84
Accenture (ACN),2018-12-31,127.57
Accenture (ACN),2019-01-31,138.91
Accenture (ACN),2019-02-28,146.0
Accenture (ACN),2019-03-31,159.24
Accenture (ACN),2019-04-30,166.63
Accenture (ACN),2019-05-31,162.43
Accenture (ACN),2019-06-30,168.54
Accenture (ACN),2019-07-31,175.66
Accenture (ACN),2019-08-31,180.76
Accenture (ACN),2019-09-30,175.45
Accenture (ACN),2019-10-31,169.86
Accenture (ACN),2019-11-30,184.28
Accenture (ACN),2019-12-31,192.9
Accenture (ACN),2020-01-31,188.72
Accenture (ACN),2020-02-29,166.08
Accenture (ACN),2020-03-31,150.14
Accenture (ACN),2020-04-30,171.07
Accenture (ACN),2020-05-31,186.25
Accenture (ACN),2020-06-30,198.35
Accenture (ACN),2020-07-31,208.41
Accenture (ACN),2020-08-31,222.45
Accenture (ACN),2020-09-30,209.53
Accenture (ACN),2020-10-31,201.9
Accenture (ACN),2020-11-30,231.85
Accenture (ACN),2020-12-31,243.13
Accenture (ACN),2021-01-31,225.95
Accenture (ACN),2021-02-28,234.33
Accenture (ACN),2021-03-31,258.01
Accenture (ACN),2021-04-30,271.66
Accenture (ACN),2021-05-31,264.34
Accenture (ACN),2021-06-30,276.18
Accenture (ACN),2021-07-31,298.46
Accenture (ACN),2021-08-31,316.2
Accenture (ACN),2021-09-30,300.57
Accenture (ACN),2021-10-31,338.09
Accenture (ACN),2021-11-30,336.78
Accenture (ACN),2021-12-31,390.63
Accenture (ACN),2022-01-31,334.04
Accenture (ACN),2022-02-28,298.56
Accenture (ACN),2022-03-31,318.59
Accenture (ACN),2022-04-30,284.61
Accenture (ACN),2022-05-31,282.81
Accenture (ACN),2022-06-30,263.09
Accenture (ACN),2022-07-31,291.23
Accenture (ACN),2022-08-31,274.3
Accenture (ACN),2022-09-30,244.67
Accenture (ACN),2022-10-31,271.17
Accenture (ACN),2022-11-30,287.43
Accenture (ACN),2022-12-31,254.87
Accenture (ACN),2023-01-31,267.62
Accenture (ACN),2023-02-28,254.68
Accenture (ACN),2023-03-31,274.11
Accenture (ACN),2023-04-30,269.87
Accenture (ACN),2023-05-31,294.55
Accenture (ACN),2023-06-30,297.11
Accenture (ACN),2023-07-31,305.69
Accenture (ACN),2023-08-31,312.86
Accenture (ACN),2023-09-30,296.77
Accenture (ACN),2023-10-31,288.27
Accenture (ACN),2023-11-30,323.25
Accenture (ACN),2023-12-31,340.5
Accenture (ACN),2024-01-31,354.37
Accenture (ACN),2024-02-29,364.99
Accenture (ACN),2024-03-31,337.55
Accenture (ACN),2024-04-30,294.18
Accenture (ACN),2024-05-31,275.98
Accenture (ACN),2024-06-30,296.63
Accenture (ACN),2024-07-31,324.64
Accenture (ACN),2024-08-31,335.77
Accenture (ACN),2024-09-30,347.09
Accenture (ACN),2024-10-31,339.97
Accenture (ACN),2024-11-30,357.27
Accenture (ACN),2024-12-31,347.53
Salesforce (CRM),2018-01-31,112.72
Salesforce (CRM),2018-02-28,115.04
Salesforce (CRM),2018-03-31,115.09
Salesforce (CRM),2018-04-30,119.73
Salesforce (CRM),2018-05-31,127.98
Salesforce (CRM),2018-06-30,134.98
Salesforce (CRM),2018-07-31,135.72
Salesforce (CRM),2018-08-31,151.09
Salesforce (CRM),2018-09-30,157.37
Salesforce (CRM),2018-10-31,135.81
Salesforce (CRM),2018-11-30,141.27
Salesforce (CRM),2018-12-31,135.54
Salesforce (CRM),2019-01-31,150.39
Salesforce (CRM),2019-02-28,161.95
Salesforce (CRM),2019-03-31,156.72
Salesforce (CRM),2019-04-30,163.63
Salesforce (CRM),2019-05-31,149.83
Salesforce (CRM),2019-06-30,150.15
Salesforce (CRM),2019-07-31,152.89
Salesforce (CRM),2019-08-31,154.45
Salesforce (CRM),2019-09-30,146.89
Salesforce (CRM),2019-10-31,154.86
Salesforce (CRM),2019-11-30,161.19
Salesforce (CRM),2019-12-31,160.95
Salesforce (CRM),2020-01-31,180.41
Salesforce (CRM),2020-02-29,168.63
Salesforce (CRM),2020-03-31,142.48
Salesforce (CRM),2020-04-30,160.26
Salesforce (CRM),2020-05-31,172.97
Salesforce (CRM),2020-06-30,185.38
Salesforce (CRM),2020-07-31,192.82
Salesforce (CRM),2020-08-31,269.81
Salesforce (CRM),2020-09-30,248.7
Salesforce (CRM),2020-10-31,229.85
Salesforce (CRM),2020-11-30,243.24
Salesforce (CRM),2020-12-31,220.21
Salesforce (CRM),2021-01-31,223.21
Salesforce (CRM),2021-02-28,214.25
